flight,date,start_time,end_time,wing_name,site_name,launch_name,launch_altitude,launch_orientation,landing_location,landing_altitude,vertical_drop,wind_speed,wind_direction,duration_hours,duration_minutes,total_airtime,max_altitude,altitude_gain,xc_miles,"comments",,,
258,10/2/16,6:15 PM,6:18 PM,Gin Atlas XS,Mussel Rock,Walker,,,Saddle,,0,,,,3,79.40,,,,Touch and go at Walker. Lost lift and made a good landing in the saddle.,,,
259,10/2/16,6:32 PM,6:37 PM,Gin Atlas XS,Mussel Rock,Walker,,,Saddle,,0,,,,5,79.48,,,,"Kited to the top of Walker, smooth launch. Not enough lift to stay up. Landed in the saddle and kited to Tomcat before packing it up.",,,
260,10/17/16,,,Gin Atlas XS,"Kahana, Oahu",Mid launch,,,Beach,,0,,,,53,80.37,,,,"Beautiful flight. Alex had taken off by the time I got up to launch, but he had texted me to watch for rain clouds. Stayed mostly over launch, soaring out over the bay a few times. Very buoyant. Felt a few raindrops and decided to land. Was glad I had watched others land the day before to understand the approach. Ended up a great landing.",,,
261,10/22/16,4:16 PM,4:30 PM,Gin Atlas XS,Mussel Rock,Walker,,,Lemmings,,0,,,,14,80.60,,,,"Smooth launch, kiting to the top of Walker. Light lift. Took a bit to work my way up. Landed after I noticed I had a twist in my harness.",,,
262,10/22/16,4:45 PM,5:09 PM,Gin Atlas XS,Mussel Rock,Walker,,,Lemmings,,0,,,,24,81.00,,,,Smooth launch. Flew to the stables. Landed to put on an extra jacket. Wind died after landing.,,,
263,10/22/16,5:51 PM,5:52 PM,Gin Atlas XS,Mussel Rock,Walker,,,Saddle,,0,,,,1,81.02,,,,"Forward launch, sledder to the saddle. ",,,
264,10/29/16,9:50 AM,10:10 AM,Gin Atlas XS,The Point,South,,,Bottom,,0,,,,20,81.35,,,,,,,
265,10/30/16,9:30 AM,,Gin Atlas XS,The Point,South,,,Bottom,,0,,,,1,81.37,,,,Kiting practice with Chris and Turtle. Realized how I am usually giving way too much input on the A's to bring the wing up. I should keep my weight low and let my feet slide as the wing comes up instead.,,,
266,11/1/16,6:15 PM,6:30 PM,Gin Atlas XS,The Point,North,,,Top,,0,,,,15,81.62,,,,"Lots of kiting practice in turbulent air. Getting much better at inflations. Went for a cruise right at sunset. Very buoyant, had to pull big ears several times. Good top landing. ",,,
267,11/2/16,11:20 AM,11:37 AM,Gin Atlas XS,Jordanelle Reservoir,,,,,,0,,,,17,81.90,,,,"SIV, boat tow.",,,
268,11/2/16,12:30 PM,12:48 PM,Gin Atlas XS,Jordanelle Reservoir,,,,,,0,,,,18,82.20,,,,"SIV, boat tow.",,,
269,11/2/16,1:50 PM,2:09 PM,Gin Atlas XS,Jordanelle Reservoir,,,,,,0,,,,19,82.52,,,,"SIV, boat tow.",,,
270,11/2/16,5:20 PM,6:20 PM,Gin Atlas XS,The Point,North,,,Top,,0,,,1,0,83.52,,,,First flight in new pod harness. Perfect conditions. Flawless inflation and good launch. Benched up and got above ridge level. Beautiful soaring until sunset. Very buoyant. Was difficult to come down to land. ,,,
271,11/5/16,11:46 AM,11:50 AM,Gin Atlas XS,Ed Levin,600,,,LZ,,0,,,,4,83.58,,,,Forward launch. Milked a few light thermals in front of 300 launch. Good spot landing in the circle.,,,
272,11/5/16,1:00 PM,1:20 PM,Gin Atlas XS,Ed Levin,1750,,,LZ,,0,,,,20,83.92,,,,"Big inversion in the bay, but still a light wind at launch. Good inflation and launch. Worked some thermals for a while in front of 600 and over 300. Pretty buoyant coming in for landing. A bit thermic at LZ, but manageable. Great flight.  ",,,
273,11/12/16,12:00 PM,12:06 PM,Gin Atlas XS,Blue Rock,Viagra,,,Cow pie,,0,,,,6,84.02,,,,,,,
274,11/12/16,1:15 PM,3:35 PM,Gin Atlas XS,Blue Rock,Viagra,,,Cow pie,,0,,,2,20,86.35,,,,,,,
275,11/13/16,4:27 PM,4:30 PM,"Rush 4, 28",Sand City,Lake Court,,,Lake Court,,0,,,,3,86.40,,,,"Foggy, light wind. Flew Mark's wing for a bit. Felt like I was in slow motion. ",,,
276,11/26/16,12:52 PM,1:56 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,1,4,87.47,8872,1621,2.25,"Somewhat sketchy launch with a small deflation, but ended okay. Got pretty high over el peñón and went to the back wall but couldn't find enough lift, so I went back to el peñón and soared around a bit before coming in to land.",,12.23333333,
277,11/26/16,4:13 PM,4:49 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,,36,88.07,7824,495,1.76,,,,
278,11/27/16,11:12 AM,11:45 AM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,,33,88.62,8744,1473,1.76,"Had a near collision as I was turning left in a thermal. The other pilot was turning right and headed towards me, so I started yelling. I didn't want to veer right because I thought he would turn that way, so I stayed course and he ended up swerving right in front of me, barely missing me. Whew!",,,
279,11/27/16,5:06 PM,5:24 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,,18,88.92,7815,437,1.73,Went over to el peñón but couldn't find lift and sunk out to the LZ. ,,,
280,11/28/16,2:33 PM,2:42 PM,Gin Atlas XS,Valle de Bravo,La torre,7015,,El piano,5716,1299,,,,9,89.07,7029,14,0.98,"Good launch from la torre. Couldn't find lift, so I went to the LZ and prepared my landing. Had a bit to much altitude coming in to land and did some quick turns before landing pretty hot, but ended well.",,,
281,11/28/16,4:07 PM,4:18 PM,Gin Atlas XS,Valle de Bravo,La torre,7015,,El piano,5716,1299,,,,11,89.25,7073,50,0.92,"Smooth launch. Couldn't find lift. Much better landing, very controlled.",,,
282,11/29/16,11:27 AM,12:49 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,1,22,90.62,9897,2532,2.55,"Got way up over el peñón, flew to the back ridge and found the G spot which got me up to cloud base. Had an asymmetric frontal, but recovered well, correcting for the turn. Headed back to the piano around 12:30, still has plenty of altitude above the LZ, so I practiced small wingovers and spirals to get down. High wind at landing, but landed smoothly. ",,,
283,11/30/16,11:53 AM,12:55 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,1,2,91.65,8522,1169,2.14,"Pretty turbulent above launch. Had a couple collapses but recovered well. Followed a gaggle towards el peñón, caught lots of sink on the way and never got quite enough altitude to head over to the wall. Found a good thermal on the way to the LZ, rode it up maybe 500-1000 ft then went in to land. Practiced small wingovers and spirals to come down. Very thermic at LZ. Ended up landing short and cross. Face planted but was unhurt.",,,
284,11/30/16,4:56 PM,5:22 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,,26,92.08,7913,505,1.65,"Smooth launch and landing. Nice smooth thermals up top, practiced smooth 360s by keeping the inside brake locked and regulating with outside hand. Much better. Didn't want to put up with the traffic, so I took my time heading back to the LZ instead. ",,,
285,12/1/16,5:05 PM,5:52 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,,47,92.87,7883,486,1.74,Nice smooth glass off. Beautiful sunset photos from GoPro. No wind at landing. Came in pretty hot but landed well. ,,,
286,12/2/16,11:37 AM,12:19 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,By Cerro Pelón,5407,1843,,,,42,93.57,9116,1814,4.04,"First XC in Valle. Went into the white room above el peñón. Crossed over to G-spot, but was too low and tried to surf the cliffs, but couldn't find lift. Headed towards cerro pelón volcano, barely crossed over it as I was in a venturi, and landed in a field across the road. Landed uphill, barely crossing over the trees by the creek. Caught a colectivo down the carretera for 10 pesos, then hiked the road to the piano. Was rewarded with a delicious michelada.",,,
287,12/2/16,4:04 PM,5:23 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,1,19,94.88,8334,970,1.83,"Super smooth. Didn't expect to make it to el peñón, but found lift and was able to climb up to the top. Practiced spirals and small wingovers to descend over the piano. Good no wind landing. ",,,
288,12/3/16,10:58 AM,11:35 AM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,,37,95.50,8441,1117,1.96,,,,
289,11/4/16,11:09 AM,1:20 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,2,11,97.68,9082,1714,3.26,,,,
290,11/4/16,4:20 PM,4:34 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,,14,97.92,7430,0,1.62,,,,
291,12/11/16,1:20 PM,1:24 PM,Gin Atlas XS,Mussel Rock,Tomcat,,,Lemmings,,0,,,,4,97.98,,,,"Took off in light NW wind from Tomcat, flew along road, touched down and kited all the way to Lemmings before launching again and landing on the road near the saddle.",,,
292,12/11/16,1:37 PM,2:16 PM,Gin Atlas XS,Mussel Rock,Walker,,,North ridge,,0,,,,39,98.63,,,,"Smooth launch from Walker. Super smooth wind with light but consistent lift. Flew around with Mark north of Avalon canyon before top landing on the north point of the ridge, just south of the Stables.",,,
293,12/11/16,2:46 PM,3:17 PM,Gin Atlas XS,Mussel Rock,North ridge,,,Beach,,0,,,,31,99.15,,,,"Good launch from the top ridge. Enjoyed practicing turns in the smooth lift by the big cliffs. Was up by the stables when the wind died off, and I sunk out on the beach just north of Avalon canyon. Plenty of beach, and wind was light enough that I opted for a downwind landing to stretch out the glide and minimize the walk back. ",,,
294,1/14/17,11:38 AM,12:20 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,,42,99.85,8576,1356,1.82,"Crowded at launch, but smooth takeoff. Was a bit nervous with all the traffic. Flew to el peñón but didn't catch the thermal above because I was avoiding the traffic. Caught a few small thermals out in front, had a couple tip slaps. Fairly active at the LZ, but landed well. ",,14.58333333,
295,1/14/17,11:38 AM,1:03 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,1,25,101.27,10807,3479,2.4,,,,
296,1/15/17,4:54 PM,5:44 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El piano,5525,1725,,,,50,102.10,9007,1613,1.77,"Nice glass off. Flew over a party next to el piano, could hear the music from the air. Turned out to be a wedding to which I was invited right after landing. Had a great time.",,,
297,1/16/17,11:50 AM,2:11 PM,Gin Atlas XS,Valle de Bravo,El peñon,7250,,El Pinal de Marquesado,,7250,,,2,21,104.45,11256,3939,10.28,"Personal bests for altitude, distance, and time. Also had the biggest collapse so far while I was flying towards a cloud with full speed bar. Recovered well, but it sure gave me a scare. I was way behind the gaggle by the time I made it to the start cylinder and I couldn't find the way to Divisadero. Hit a bunch of sink while heading towards the ridge and was worried I might land in the trees, but ended up finding a thermal that took me up high enough to bench up. Didn't have enough altitude to make it to Divisadero, and I ended up landing in a field near Pinal. Thermic at landing, but I managed it well. A guy named Anastacio Rosa met me in the field and took me to the pueblito where we had some beers and showed some of my GoPro video to the kids there. Anastacio ended up giving me a ride back to Valle when I want able to make contact with transport over radio or phone. A pretty epic day.",,,
298,1/17/17,11:36 AM,1:22 PM,Gin Atlas XS,Valle de Bravo,El peñon,7323,,S of San Agustin,7942,-619,,,1,46,106.22,10148,2825,3.21,"Had fun thermaling in from of launch and el peñón, but wasn't able to get enough altitude to make it to the start cylinder with the group. Worked the wall for about an hour before hitting 10,000 and heading back to San Agustin. Barely made it to the start cylinder but didn't have enough altitude to search for thermals, so I landed out in a field South of San Agustin. Good spot landing in a small clearing in the middle of a field of juncos. Walked to Mesa Rica and met up with another pilot waiting for transport with a rescue crew. Had a couple beers while we waited for the ride back. ",,,
299,1/18/17,11:18 AM,1:41 PM,Gin Atlas XS,Valle de Bravo,El peñon,7257,,Casas Viejas,6400,857,,,2,23,108.60,10914,3656,6.54,"Rode up to launch with Benjamin Jordan who wrote the USHPA mag article on getting into vol bivving in BC. Also met Mike Lester and Aaron Price from LA. Kept up with the lead gaggle as we worked the thermal over launch and headed to el peñón, la casita, and Crazy Thermal Mesa. The lead gaggle returned after sinking over the valley. Was super crowded and turbulent so I kept my distance (as much as I could) but was too low when they took off again towards the start cylinder. I wasn't able to maintain altitude, so I headed towards Cerro Pelón and worked a thermal there enough to bench up again over CTM. Hit tons of sink going towards el peñón and thought I might not even make it back to the piano, but I ended up finding super lift in front of el peñón, and then again over la casita. After hitting 10,700 I headed towards San Agustin and worked the thermal there before heading towards town. Was pretty windy and I want able to find enough thermals to make it to the lake, so I chose a large field in Casas Viejas and worked my way down and did a nice spot landing by a super nice house. Apparently it was el rancho de Checa, se supone un medio narco. Another paraglider landed there just after me, followed by a hang glider which did a super nice landing. We all paid a worker in the field to take us back to town in his truck. ",,,
300,1/19/17,11:35 AM,12:01 PM,Gin Atlas XS,Valle de Bravo,El peñon,7257,,El piano,5525,1732,,,,26,109.03,8296,992,1.82,"Wasn't feeling it while thermaling over launch. Fairly turbulent and unstable air with a moderate headwind going towards the piano. Decided to land, had difficulty loosing altitude over the piano. Landed well in fairly strong winds. ",,,
301,1/20/17,11:36 AM,12:08 PM,Gin Atlas XS,Valle de Bravo,El peñon,7337,,El piano,5553,1784,,,,32,109.57,8285,947,1.62,"Was feeling well, but conditions weren't cooperating. Punchy at launch and difficult to catch thermals. Finally caught one and was circling with the group when some guy flew straight into the thermal, cutting me off. I lost altitude and ended up going to the piano. Strong headwind and thermic at LZ. Glad to be back on the ground.",,,
302,1/21/17,11:09 AM,11:41 AM,Gin Atlas XS,Valle de Bravo,El peñon,7337,,El piano,5553,1784,,,,32,110.10,9315,2015,1.6,"Vario quit sounding, speaker must be broken. Also, right at takeoff someone's radio got stuck, I thought maybe I was pressing monitor or something. The technical difficulties threw me off, and I wasn't able to maintain lift without the audio vario, so I went in to land.",,,
303,1/24/17,11:30 AM,11:57 AM,Gin Atlas XS,Valle de Bravo,El peñon,7337,,El piano,5553,1784,,,,27,110.55,8298,973,1.63,"Thermic at take off. Rowdy thermals. Didn't get enough altitude to go to peñón. Active at piano. Difficult to come down. Good controlled landing. Met Harrison at the piano, remembered meeting him in Utah in Oct 2015. ",,,
304,1/26/17,4:51 PM,5:59 PM,Gin Atlas XS,Valle de Bravo,El peñon,7337,,El piano,5553,1784,,,1,8,111.68,8171,819,1.81,"A bit thermic at takeoff, then nice glass off. Boated around above launch for a while. Got tired of the traffic and headed to el peñón with about 8000'. Found super smooth and steady lift there and worked my way up to the top. Flew over to the piano and practiced wingovers and spirals in the butter smooth air.",,,
305,2/20/17,3:42 PM,3:47 PM,Gin Atlas XS,Costa Rica,Jacó,877,,El piano,208,669,,,,5,111.77,891,13,0.5,"Fabián gave me a ride up in his dad's 4x4. Very light wind, quick sledder to the bottom. ",,,
306,2/20/17,4:19 PM,4:27 PM,Gin Atlas XS,Costa Rica,Jacó,879,,El piano,208,671,,,,8,111.90,885,5,0.5,Stuck to the hills a bit better and maintained altitude for a few passes before sinking out again.,,,
307,3/31/17,11:50 AM,12:04 PM,Gin Atlas XS,Costa Rica,Dominical,1840,,Dominicalito,0,1840,,,,14,112.13,2000,,,"Hiked/hitchhiked up to launch. A gardener picked me up just past the steep spot and took me to launch. Glad he knew the way as Google maps was wrong. Sledder to Dominicalito Beach. Was plenty buoyant up top, but I ended up following a tandem towards the beach after launch. Didn't have enough altitude to make it to the ridge so I landed on the beach and hiked back to Dominical.",,,
308,4/2/17,11:35 AM,12:08 PM,Gin Atlas XS,Costa Rica,Dominical,1840,,Dominical Beach,0,1840,,,,33,112.68,2629,788,3.22,"Hiked half way up, hitchhiked the rest with a Frenchman who wanted to see the top. Light wind at launch. Waited for a bit until clouds passed and the launch heated up. Soared around launch for a bit before heading towards Dominical. Found sustaining lift above the ridge and flew to Dominical. Landed on the beach right in front of camp.",,,
309,4/3/17,1:00 PM,1:45 PM,Gin Atlas XS,Costa Rica,Dominical,1920,,Dominical Beach,0,1920,,,,45,113.43,2988,1066,3.37,"Started hitchhiking from Dominical at 10:05, got to Escaleras Road at 10:40. Stopped for a beer at the Jolly Roger at 11:10 till 11:30. Arrived to launch at 12:50. Soared above launch and the two towers for about a half hour before heading towards the beach. Landed right at camp again. Feels good to totally earn my flight. ",,,
310,4/7/17,11:21 AM,11:39 AM,Gin Atlas XS,Costa Rica,Dominical,1837,,Dominicalito,222,1615,,,,18,113.73,2576,738,1.9,"First barefoot flight. Met up with Alex at Dominicalito Beach for a ride up. He sold me on a flight for Carolyn. Great lift, but I followed Alex down to pick up Carolyn for her flight. Had 1000 feet above the beach and practiced some small wingovers before landing by the river. ",,,
311,4/7/17,12:35 PM,1:00 PM,Gin Atlas XS,Costa Rica,Dominical,1872,,Dominicalito,222,1650,,,,25,114.15,2366,493,1.79,"Alex took Carolyn for a tandem. Small thermals, difficult to climb and maintain. Left the launch area with about 2000', had 1000' above the beach and practiced spirals and small wingovers to come down. Burned my feet on the sand, but so worth it.",,,
312,4/14/17,10:43 AM,12:08 PM,Gin Atlas XS,Costa Rica,Rivas,5363,,Palmares,1988,3375,,,1,25,115.57,6732,1369,9.19,"Awesome first flight from Alex's Launch. Flew with Alex, Justin, Allen Candela, Guigui. ",,,
313,4/15/17,10:44 AM,10:55 AM,Gin Atlas XS,Costa Rica,Rivas,5363,,Aterrizaje de emergencia,3348,2015,,,,11,115.75,5367,3,1.94,"Cloudy/foggy at launch. Low cloud base. Couldn't find any good thermals and didn't know if I could make it to the plaza. Landed in the emergency LZ. The others all made it to the plaza, but no XC.",,,
314,4/15/17,12:14 PM,12:41 PM,Gin Atlas XS,Costa Rica,Rivas,5403,,Piano,2300,3103,,,,27,116.20,5739,336,2.6,"Waited until fog/cloud passed over launch then took a short window of opportunity to launch. Couldn't find good thermals until I got over the piano where I found a thermal that took me up several hundred feet before I lost it and sunk out to the LZ. Good landing, although a bit chaotic. Should plan approach better.",,,
315,4/15/17,4:20 PM,4:31 PM,Gin Atlas XS,Costa Rica,Rivas,5446,,Piano,2300,3146,,,,11,116.38,5445,0,2.57,"Nice smooth evening sledder. Forward launch, then straight to LZ. Sharp turns to lose altitude in 0 wind. Landed very fast, skidding along the grass, but ending up on my feet.",,,
316,4/16/17,11:42 AM,12:15 PM,Gin Atlas XS,Costa Rica,Rivas,5353,,Piano,2300,3053,,,,33,116.93,5375,22,2.67,"Light wind and low cloud base at launch. Couldn't find any good thermals until I headed out towards a ridge in the sun. There I got enough altitude to glide over to the ridge on the other side of the valley where I caught some more thermals that took me up to about launch level. Decided to descend using big ears when I noticed the clouds were getting pretty dark over launch and it looked like it would rain. Stopped a soccer game as I came in to land on their field. Smooth landing, got an applause. Pura vida.",,,
317,4/17/17,11:16 AM,12:10 PM,Gin Atlas XS,Costa Rica,Dominical,1850,,Dominical Beach,0,1850,,,,54,117.83,2668,817,3.36,"Good launch. Difficult to stay up, but found some birds circling in a thermal on my way towards the beach, led me back up to above launch altitude. Got up to about 2500' as Alex came back up with his second client. Soared the ridge north to Dominical and landed on the beach. Met up with Carolyn to say hi before leaving to Guatemala tomorrow.",,,
318,4/17/17,1:40 PM,1:47 PM,Gin Atlas XS,Costa Rica,Hatillo,1096,,Piano de emergencia,220,876,,,,7,117.95,1096,0,0.68,Alex took me to Hatillo where I did a forward launch sledder to the emergency piano. A bull was in the LZ and watched me land. Thankfully it stayed peaceful.,,,
319,4/20/17,11:33 AM,12:25 PM,Gin Atlas XS,Panajachel,Santa Catarina,6411,SW,Panajachel,4970,1441,10,SSE,,52,118.82,7222,811,1.65,"Met Jorge and Christan at the paragliding office in Pana and rode up with them. Smooth wind ~10mph SW, good launch. Somewhat thermic ridge soaring. Tried to hop over to the ridge to the South, but hit tons of sink as I was in the lee. Easily recovered altitude by heading north. Looked like rain was about to come in and I was getting cold, so I went in to land. A bit squirrelly setting up landing, but spot landed well. Rode up again with the tandem pilots for a second flight.",,,
320,4/20/17,1:47 PM,2:42 PM,Gin Atlas XS,Panajachel,Santa Catarina,6458,SW,Panajachel,4970,1488,15,SSE,,55,119.73,7666,1188,1.62,"Windy and gusty at launch. Popped me up immediately and pushed me a bit to the right, otherwise well controlled. Laminar winds provided consistent lift until the wind shifted West, which I didn't realize until after heading back towards LZ.  Set up landing well, landed smoothly.",,,
321,4/21/17,11:58 AM,12:28 PM,Gin Atlas XS,Panajachel,Santa Catarina,6458,SW,Panajachel,4970,1488,,,,30,120.23,,,,"Sunny over launch. Very thermic, bumpy at launch. Several tip slaps. Got in a thermal over a fire that registered +700'/min, then my vario's battery died. Decided to land with the tandems. Nice smooth landing. ",,,
322,4/21/17,2:34 PM,3:54 PM,Gin Atlas XS,Panajachel,Santa Catarina,6458,SW,Panajachel,4970,1488,,,1,20,121.57,,,,"Laminar wind, lighter than yesterday evening, but it still popped me up immediately. Amazing acro pilots were practicing helicopters, infinity tumbles, jokers, and all kinds of crazy maneuvers. Super buoyant glassoff conditions​when I went in to land. ",,,
323,4/22/17,12:03 PM,3:09 PM,Gin Atlas XS,Panajachel,Santa Catarina,6458,SW,Panajachel,4970,1488,,,3,6,124.67,,,,"Sunny day again, gusty at launch. Lifted me off my feet before the wing was even overhead, but I checked it well and took off, was probably 30 feet up by the time I was away from the edge. Practiced mild wingovers over the water, returning to the ridge lift, and repeating. Pushed​ southwest over the water to see if I could get to the next ridge, but never made it work; might have worked, but didn't see any landing options over there. Glassoff conditions going in to land, was tough to come down. Good landing with a lot of spectators at the LZ. ",,,
324,4/23/17,11:40 AM,1:45 PM,Gin Atlas XS,Panajachel,Santa Catarina,6458,SW,Panajachel,4970,1488,,,2,5,126.75,,,,"Cloudy and hazy, seemed lighter at launch, but still got plucked. Wing came up a bit sideways and swung me around a bit, but I held it together and took off okay. Enjoyed practicing sharp, controlled turns. I put on earphones and zened out. Got foggy towards the end, I thought it might rain, but tandems were still launching, so I stayed in the air for a while until the need to pee brought me down. Good landing approach, landed well in front of a crowd. A bunch of locals stood around me watching as I packed up. One guy asked what it feels like, I told him it's like flying like a bird. :)",,,
325,4/26/17,12:10 PM,2:00 PM,Gin Atlas XS,Panajachel,Santa Catarina,6458,SW,Panajachel,4970,1488,,,1,50,128.58,,,,,,,
326,4/27/17,12:33 PM,1:23 PM,Gin Atlas XS,Panajachel,Santa Catarina,6458,SW,Panajachel,4970,1488,,,,50,129.42,,,,,,,
327,4/28/17,11:48 AM,1:28 PM,Gin Atlas XS,Panajachel,Santa Catarina,6458,SW,Panajachel,4970,1488,,,1,40,131.08,,,,"Seemed calm at takeoff, but still popped me way up, then dropped me on my butt. Managed to keep it up and took off. Had a good flight, then met Anna at the LZ before heading off to the party in Tzununá.",,,
328,5/3/17,12:17 PM,2:23 PM,Gin Atlas XS,Panajachel,Santa Catarina,6458,SW,Panajachel,4970,1488,,,2,6,133.18,,,,"Light wind at takeoff, could see the wind on the lake coming from the SW, but calm on this side. Had to work it to stay up for the first twenty minutes or so, then it got super buoyant once the wind arrived. Smooth landing in high wind. Practiced kiting at the LZ, using cobra inflations. ",,,
329,5/4/17,12:05 PM,12:36 PM,Gin Atlas XS,Panajachel,Santa Catarina,6458,SW,Panajachel,4970,1488,7,WSW,,31,133.70,,,,"First person to launch. Light and thermic at takeoff. Punchy thermals over the house. Easy to sustain above launch. Fell out of a thermal and got a big downdraft that made the wing surge forward and asymmetrically collapse. Controlled direction well, kept it flying, then cleared the collapse with a couple pumps. Exciting. Kept flying but took another small collapse, so I decided to come in to land. Very light wind from SW at LZ. Flapping made me come down quicker than I expected and landed a bit hard, but alright. ",,,
330,5/11/17,4:02 PM,4:44 PM,Gin Atlas XS,Mussel Rock,Cheetah,,,Chit Chat,,0,,,,42,134.40,,,,Super smooth and buttery. WSW wind made it easy to fly to Chit Chat for a chai latte. :p,,,
331,5/11/17,3:27 PM,5:07 PM,Gin Atlas XS,Mussel Rock,Chit Chat,,,Cheetah beach,,0,,,1,40,136.07,,,,"Light wind, but sustaining at takeoff. Flew all the way past Walker to the big cliffs. Very buoyant. Pulled big ears to stay out of the fog. Made several attempts to top land at Cheetah before giving up and landing on the beach. ",,,
332,5/19/17,4:55 PM,5:09 PM,Gin Atlas XS,The Point,North,,,Bottom,,0,,,,14,136.30,,,,"Good launch. Sunk out and hiked back up. I thought I had bushwacked through a bunch of poison oak, but apparently it's not, according to locals. Whew.",,,
333,5/19/17,5:48 PM,6:09 PM,Gin Atlas XS,The Point,North,,,Top,,0,,,,21,136.65,,,,"Good launch, although gusty. Soared for a bit on the low ridge with tons of traffic. Benched up and got way high, had great views of Utah Valley behind the ridge. A bit turbulent up high, kept me in my toes. Took a while to come down after I decided to go in to land because my hand were so cold. Practices spirals to descend. Decent landing, although a somewhat erratic approach. ",,,
334,5/19/17,6:10 PM,6:45 PM,Gin Atlas XS,The Point,North,,,Top,,0,,,,35,137.23,,,,"Benched up again after being annoyed with traffic below. Smoother air. Practiced spirals to come down. Came in a bit low and landed smoothly, but closer than I intended to a ravine by the edge.",,,
335,5/19/17,6:57 PM,7:54 PM,Gin Atlas XS,The Point,North,,,Top,,0,,,,57,138.18,,,,Benched up again and enjoyed much smoother air. Snapped some pics of the valleys from up high. Big ears and spirals to come down. ,,,
336,5/19/17,8:10 PM,8:20 PM,Gin Atlas XS,The Point,North,,,Top,,0,,,,10,138.35,,,,"Practiced kiting for a bit before taking off again. Nice short flight, practicing takeoff and landing.",,,
337,5/19/17,8:12 PM,8:20 PM,Gin Atlas XS,The Point,North,,,Top,,0,,,,8,138.48,,,,,,,
338,5/29/17,6:34 PM,7:03 PM,Gin Atlas XS,The Point,North,4977,N,Top,5000,-23,,,,29,138.97,6306,1328,0.55,,,,
339,5/29/17,7:30 PM,8:22 PM,Gin Atlas XS,The Point,North,4988,N,Top,5000,-12,,,,52,139.83,7065,2077,1.58,,,,
340,5/30/17,9:45 AM,10:06 AM,Gin Atlas XS,The Point,South,,,Top,,0,,,,21,140.18,,,,,,,
341,5/30/17,10:10 AM,10:20 AM,Gin Atlas XS,The Point,South,,,Top,,0,,,,10,140.35,,,,,,,
342,5/30/17,10:21 AM,10:29 AM,Gin Atlas XS,The Point,South,,,Top,,0,,,,8,140.48,,,,,,,
343,6/1/17,8:15 AM,8:22 AM,Gin Atlas XS,The Point,South,,,Top,,0,,,,7,140.60,,,,,,,
344,6/1/17,8:40 AM,9:15 AM,Gin Atlas XS,The Point,South,,,Bottom,,0,,,,35,141.18,,,,,,,
345,6/18/17,9:28 AM,9:41 AM,Gin Atlas XS,Jackson Hole,Gondola,8526,E,Teton Village,6040,2486,,,,13,141.40,0,8526,2.04,"Light thermic upslope at launch, in the lee as is apparently normal here. Picked a good cycle, nice wing control at launch. Found a light thermal, rode it up about fifty feet. Got a tip slap out of nowhere going over the parking lot, but otherwise felt pretty smooth. Good low wind landing, although my last turns were probably a bit too close to the ground. Smooth touchdown. ",,,
346,6/18/17,7:32 PM,7:34 PM,Gin Atlas XS,Curtis Canyon,Main,6705,W,Lower,6500,205,,,,2,141.43,0,,,,,,
347,6/19/17,9:09 AM,9:19 AM,Gin Atlas XS,Jackson Hole,Gondola,8400,E,Teton Village,6040,2360,,,,10,141.60,0,8400,2.02,Forward launch. Nice sledder. Good smooth no wind landing. ,,,
348,6/19/17,10:37 AM,10:46 AM,Gin Atlas XS,Jackson Hole,Gondola,8380,E,Teton Village,6040,2340,,,,9,141.75,0,8380,2.05,Forward launch. A bit more wind at takeoff. Nice sledder. Good smooth no wind landing. ,,,
349,6/19/17,11:46 AM,11:57 AM,Gin Atlas XS,Jackson Hole,Gondola,8370,,Teton Village,,8370,,,,11,141.93,0,8370,2.04,"Reverse launch. Quite rotory, had a couple scary moments but maintained control. Good landing. ",,,
350,6/19/17,6:32 PM,7:22 PM,Gin Atlas XS,Jackson Hole,Nelson's,6538,,Nelson's,6006,532,,,,50,142.77,1274,7813,1.61,Hiked the trail in the sun straight up to launch. Got really good lift right off the start. Climbed high enough that I decided to venture north. Lost lift and was difficult to maintain when I came back. Practiced top landing approaches but never landed. Sunk out and landed at the bottom. ,,,
